,StockCode,Brand,Unit Price,Category
3496,17084A,Eye Buy Express,40.99,Health
3497,84712B,Style and Apply,69.95,Home
3500,90026A,Style & Apply,19.95,Home
3501,85206B,MusicBoxAttic,215.99,Home
3502,79323P,Njjex,6.98,Cell
3503,84744,Ebern Designs,55.99,Food
3504,85089,Mightyskins,9.99,Electronics
3505,84033,MusicBoxAttic,215.99,Home
3506,90177A,Eye Buy Express,34.99,Health
3507,90157,DJI,9.99,Electronics
3508,35922,Business Essentials,35.34,Office
3509,85018B,SignMission,13.99,Home
3510,84984A,Style and Apply,96.99,Home
3511,23463,Kensington Computer,39.99,Home
3512,84839,Mightyskins,9.99,Electronics
3513,84966A,Medi,36.78,Health
3514,21280,Mightyskins,23.99,Electronics
3515,35650,DJI,9.99,Electronics
3516,90128C,Eye Buy Express,23.18,Health
3517,90011E,Eye Buy Express,31.99,Health
3518,84559D,Mightyskins,9.99,Electronics
3520,71403,MusicBoxAttic,38.99,Office
3521,84990,Mightyskins,14.99,Electronics
3522,90186A,Mightyskins,4.99,Cell
3523,20798,Eye Buy Express,23.99,Health
3524,90067B,Eye Buy Express,23.99,Health
3525,90199D,LA Choppers,424.95,Auto
3526,16151A,Boss (hub),102.59,Health
3527,90162A,Elegant Comfort,15.99,Home
3528,90050,Eye Buy Express,19.21,Health
3529,81950V,Mightyskins,19.99,Electronics
3530,84874B,Zoan,164.44,Auto
3531,90001B,MusicBoxAttic,38.99,Office
3532,35001W,JAM Paper,18.99,Office
3533,84613A,OPI,8.99,Premium
3534,35809B,Mightyskins,9.99,Electronics
3535,84802A,Style & Apply,49.95,Home
3536,44092B,Prop?t,76.95,Clothing
3537,90154,Mightyskins,9.99,Electronics
3538,35913B,PMU,6.91,Party
3539,35818B,Style and Apply,39.95,Home
3540,37423,Coronet,32.87,Home
3541,90181A,Style and Apply,69.95,Home
3542,22929,Ply Gem,86.63,Home
3543,21144,Style and Apply,29.95,Home
3544,35909B,Ekena Millwork,167.1,Home
3545,90165A,Mightyskins,29.99,Electronics
3546,20793,Omega,21.99,Home
3547,16046,Ekena Milwork,123.01,Home
3548,22323,Beroyal,154.1,Beauty
3549,90036E,Medi,36.78,Health
3550,90135,Style and Apply,49.99,Home
3551,90176B,Eye Buy Express,37.99,Health
3553,79320,DazzlingRock,1301.4,Jewelry
3554,90126C,Mightyskins,9.99,Electronics
3555,20845,Hanes,11.24,Clothing
3556,75011,SignFever,35.99,Home
3557,90059C,Eye Buy Express,28.99,Health
3558,22830,Eye Buy Express,34.99,Health
3559,21655,Mightyskins,16.99,Home
3560,37487B,MusicBoxAttic,83.99,Office
3562,90104,Gerber,13.97,Clothing
3563,gift_0001_20,Mightyskins,23.99,Electronics
3564,84746,Ron's Optical,11.99,Health
3565,20933,MusicBoxAttic,38.99,Office
3566,20906,Eye Buy Express,39.99,Health
3567,90076,Fox Valley Traders,21.99,Health
3569,16033,Eye Buy Express,30.99,Health
3570,84798B,MusicBoxAttic,270.99,Home
3571,90085,OPI,8.99,Premium
3572,84415A,Envelopes.com,217.69,Office
3573,37491A,Ebern Designs,57.99,Food
3574,90209A,ServerUSA,21.75,Electronics
3575,90027B,UNOTUX,36.99,Clothing
3576,90162D,Eye Buy Express,23.99,Health
3577,20820,Prop?t,74.95,Clothing
3578,46115B,Style and Apply,29.95,Home
3579,35645,Nintendo,18.92,Toys
3580,84967A,Mag-Ox,14.86,Health
3581,90152A,Medi,62.38,Health
3582,90176D,PM Company,10.98,Office
3583,37509,China Glaze,7.95,Beauty
3584,21610,PMU,35.91,Party
3585,84611B,Envelopes.com,21.9,Party
3586,47013C,Lion Brand,7.49,Arts
3587,84984B,Beech-Nut,0.98,Baby
3588,23654,Mightyskins,6.99,Electronics
3589,81952B,Shirtinvaders,38.65,Clothing
3590,17014A,Eye Buy Express,18.99,Health
3591,90176E,Style and Apply,29.95,Home
3592,90036B,Ekena Milwork,55.44,Home
3593,90196B,Mightyskins,19.99,Electronics
3594,23623,Mightyskins,8.99,Electronics
3595,21839,Prop?t,76.95,Clothing
3596,79161A,Mightyskins,19.99,Electronics
3597,22828,Buckle-Down,29.99,Pets
3598,21538,Eye Buy Express,23.99,Health
3599,37444B,Colavita,2.99,Food
3600,37491B,Gearonic,8.54,Cell
3601,90122B,Seat Belt Extender Pros,15.89,Auto
3602,21011,Port & Company,15.16,Clothing
3603,84803A,Duda Energy,31.2,Home
3604,84675,Port Authority,20.78,Clothing
3605,84881,WorldJewels,508.43,Jewelry
3606,85126,Mightyskins,12.99,Electronics
3607,21486,Night-life,12.5,Beauty
3608,85226C,DJI,8.99,Electronics
3609,90003B,Envelopes.com,55.95,Party
3610,23613,UBesGoo,19.99,Pets
3611,20695,Business Essentials,26.33,Office
3612,90060B,Mightyskins,9.99,Home
3613,90123C,Ekena Milwork,243.88,Home
3614,47341A,Eye Buy Express,29.99,Health
3615,21511,MusicBoxAttic,215.99,Home
3616,85160B,Dr. Comfort,139.0,Clothing
3617,35817P,Port & Company,15.16,Clothing
3618,90029,Style and Apply,89.99,Home
3619,84899F,Apex,116.96,Clothing
3620,23637,UNOTUX,51.99,Clothing
3621,84569C,Port & Company,15.16,Clothing
3622,22987,Master Grooming Tools,12.37,Pets
3623,84201B,Eye Buy Express,29.99,Health
3624,72038P,Edwards,30.85,Clothing
3625,72024U,KATARINA,3425.0,Jewelry
3626,37489C,Edwards,30.85,Clothing
3627,90012A,Eye Buy Express,27.99,Health
3628,90037C,Mightyskins,5.99,Electronics
3629,90176C,Eye Buy Express,43.99,Health
3630,90185A,Port & Company,15.16,Clothing
3632,75013B,HP,919.0,Electronics
3633,47579,Medi,62.38,Health
3634,90137,Skylinewears,35.99,Clothing
3635,23612,Mightyskins,14.99,Electronics
3636,90025A,3dRose,2.49,Party
3637,90155,Aviana,44.55,Clothing
3638,35816P,CatastrophiCreations,546.87,Patio
3639,90014B,Mightyskins,7.99,Electronics
3640,90079,Business Essentials,45.38,Office
3641,21827,Skylinewears,35.99,Clothing
3642,21337,Mightyskins,39.99,Sports
3643,40046A,Galaxy by Harvic,11.97,Clothing
3644,44265,MusicBoxAttic,215.99,Home
3645,90130D,Eye Buy Express,20.99,Health
3646,72759,365 Printing,29.99,Pets
3647,84497,Caroline's Treasures,8.98,Office
3648,DCGS0004,Duda Energy,21.6,Home
3650,79157B,Bloomsbury Market,151.8,Home
3651,84593,Eye Buy Express,36.99,Health
3652,23448,Radiance NY,112.99,Beauty
3653,21589,Medi,87.98,Health
3655,20935,Mightyskins,16.99,Home
3656,84387A,Mightyskins,9.99,Electronics
3657,17028J,HMK,132.42,Auto
3658,90126A,Unique Bargains,162.66,Beauty
3659,21283,Edwards,29.62,Clothing
3660,16248B,Mightyskins,23.99,Electronics
3661,84801A,Mightyskins,23.99,Electronics
3662,90124C,Eddie Bauer,30.0,Clothing
3663,84805B,Mightyskins,18.99,Electronics
3664,90025F,Zokee-University of Michigan,10.95,Pets
3665,90024D,Luckystar,20.19,Toys
3666,23446,Urbane,21.49,Clothing
3668,90037B,Eye Buy Express,19.21,Health
3669,90012B,Mightyskins,23.99,Electronics
3670,22038,Urbane,21.49,Clothing
3671,21491,AARCO,355.58,Office
3672,23649,Mightyskins,29.99,Sports
3673,84967B,Owlpack,10.29,Office
3674,90024C,365 Printing,29.99,Pets
3675,16169K,Mightyskins,9.99,Electronics
3676,90039A,A4 Drop Ship,8.62,Clothing
3677,90195B,Mightyskins,6.99,Cell
3678,90037A,Eye Buy Express,19.21,Health
3679,90001D,Awkward Styles,18.89,Clothing
3680,16169P,Envelopes.com,446.31,Office
3681,21431,Medi,62.38,Health
3682,84691,L'Oreal,67.67,Beauty
3683,37477B,Omega,21.99,Home
3684,84805A,MusicBoxAttic,63.99,Office
3685,79323GR,Mightyskins,9.99,Electronics
3686,90128A,PantsSaver,118.07,Auto
3687,10123C,FashionOutfit,17.99,Clothing
3688,23621,6goodeals,7.49,Cell
3689,35597D,Duda Energy,29.0,Home
3690,84845D,BSD,45.99,Auto
3692,22036,Superior,29.99,Home
3693,21348,Port Authority,11.18,Clothing
3694,90051,Mightyskins,14.99,Electronics
3695,22528,Ron's Optical,12.95,Health
3696,23619,CoverGirl,12.58,Beauty
3697,62097B,Style and Apply,29.95,Home
3698,84705C,Mediven,36.78,Health
3699,84804A,Ishow Hair,340.58,Beauty
3700,90027A,Hawaii Pharm LLC,99.95,Health
3702,71495B,MusicBoxAttic,240.99,Jewelry
3703,21009,Casual Nights,21.99,Clothing
3704,90026C,Eye Buy Express,37.99,Health
3706,21757,Ekena Milwork,252.0,Home
3707,17165D,Eye Buy Express,38.99,Health
3708,72803B,CMFUN,16.99,Arts
3709,90212C,Ekena Milwork,156.88,Home
3710,23609,Eye Buy Express,23.99,Health
3711,85179B,Eye Buy Express,28.99,Health
3712,84732D,Mightyskins,23.99,Electronics
3713,79151B,Eddie Bauer,30.0,Clothing
3714,90001A,Style & Apply,69.95,Home
3715,90020,Eye Buy Express,42.99,Health
3716,90199A,Business Essentials,38.38,Office
3717,84745B,Ash City - North End,31.27,Clothing
3718,DCGS0003,DJI,14.99,Electronics
3719,20871,Mirage Pet Products,16.12,Pets
3720,23615,Eye Buy Express,25.99,Health
3721,90027D,Nice N Easy,217.74,Beauty
3722,84689,Business Essentials,56.1,Office
3723,84877A,Port & Company,15.16,Clothing
3724,23627,Just Artifacts,4.88,Arts
3725,90055,Mightyskins,17.99,Electronics
3726,16244B,MusicBoxAttic,38.99,Office
3727,16202A,Prop?t,100.99,Clothing
3728,84963B,Ames Walker,46.99,Clothing
3729,90142D,Mightyskins,8.99,Video
3730,85170A,Seat Belt Extender Pros,15.89,Auto
3731,23702,Port Authority,11.18,Clothing
3732,84527,Ambiant,1399.95,Home
3733,21825,MusicBoxAttic,63.99,Office
3734,84743C,Electriduct,6.99,Auto
3735,90014C,Eye Buy Express,19.22,Health
3736,84801B,Shirtinvaders,53.33,Clothing
3737,84706D,Pixnor,5.89,Arts
3738,gift_0001_40,Mightyskins,9.99,Electronics
3739,90146,Rayne Mirrors,694.16,Office
3740,90141E,Fly Racing,109.95,Auto
3741,90127A,Prop?t,76.95,Clothing
3742,85044,Mightyskins,23.99,Electronics
3743,90013D,CHOSEN SUPPLIES,32.49,Household
3744,75172,Eye Buy Express,25.99,Health
3745,35600A,LA Choppers,377.95,Auto
3746,84550,Mightyskins,19.99,Electronics
3747,35969,True City Life,11.99,Clothing
3748,79323LP,Buckle-Down,34.99,Pets
3749,23001,MusicBoxAttic,215.99,Home
3750,23624,Ambiant,129.95,Home
3751,23646,Lantern Press,49.99,Home
3752,21895,HP,1833.0,Electronics
3753,20861,Pull-Ups,22.09,Baby
3754,90049,Casual Nights,21.99,Clothing
3755,23602,Mightyskins,8.99,Cell
3756,62096B,Edwards,35.35,Clothing
3757,90212B,Boss (hub),160.85,Health
3758,79323S,Port & Company,18.72,Clothing
3759,90142A,Penny's Needful Things,22.0,Food
3760,10124A,Envelopes.com,141.96,Office
3761,84925D,Mightyskins,15.99,Electronics
3762,21274,Ekena Milwork,97.15,Home
3763,20678,HP,1311.0,Electronics
3764,37503,Style and Apply,39.95,Home
3765,21653,generic,99.99,Electronics
3766,23440,Unik Occasions,24.98,Food
3767,21416,MusicBoxAttic,260.99,Home
3768,84670,Aerosoles,37.99,Clothing
3769,90034,Eye Buy Express,19.21,Health
3770,72789,Mightyskins,19.99,Electronics
3771,40005B,Edwards,30.85,Clothing
3772,35603B,FindingKing,25.64,Pets
3773,90039C,MusicBoxAttic,215.99,Home
3774,23639,Duda Energy,7.4,Home
3775,90035A,Mightyskins,9.99,Home
3776,90077,Business Essentials,47.44,Office
3777,21595,Eye Buy Express,28.99,Health
3778,85067,Port & Company,13.61,Clothing
3779,71496B,Mightyskins,5.99,Electronics
3780,72732,Port & Company,17.7,Clothing
3782,90060D,Business Essentials,38.17,Office
3784,90136,Eye Buy Express,18.99,Health
3785,81953P,Awkward Styles,18.95,Clothing
3786,84726,Business Essentials,29.84,Office
3787,84206B,HP,1516.0,Electronics
3788,17007B,WorldJewels,578.73,Jewelry
3790,79342B,DJI,9.99,Electronics
3791,84455,Ekena Milwork,45.89,Home
3792,84966B,Shop4Ever,39.99,Clothing
3793,84424A,Eye Buy Express,36.99,Health
3797,72369A,Mightyskins,23.99,Electronics
3798,21160,Karen Marie Moning,7.99,Books
3799,90016C,MusicBoxAttic,38.99,Office
3800,84873A,Mightyskins,23.99,Electronics
3801,90120A,Unconditional Love,17.37,Pets
3802,23843,Made by Johnny,14.95,Clothing
3804,23630,Jackson Ultima,749.95,Clothing
3805,72814,DOCO,22.35,Pets
3806,90011A,Eye Buy Express,31.99,Health
3807,16206B,Mightyskins,23.99,Electronics
3808,23629,Mightyskins,6.99,Cell
3809,90132,Mightyskins,9.99,Electronics
3810,84732B,Mightyskins,6.99,Electronics
3811,20850,True City Life,8.99,Clothing
3812,47556B,Eye Buy Express,19.99,Health
3813,35609A,Zoan,164.44,Auto
3814,23633,Eye Buy Express,42.99,Health
3815,47591A,Box Packaging,164.38,Office
3816,90043,Envelopes.com,73.23,Party
3817,79341,Eye Buy Express,29.99,Health
3818,37477D,UNOTUX,46.99,Clothing
3819,90011C,Sling Shot,80.0,Health
3820,79323B,Eye Buy Express,29.99,Health
3821,22016,Omega Products Corporation,21.99,Home
3823,DCGS0066P,Prop?t,76.95,Clothing
3824,84731,Envelopes.com,55.95,Party
3825,90095,Casual Nights,19.99,Clothing
3826,90167,Mightyskins,6.99,Cell
3827,84856S,ECR4Kids,229.77,Office
3828,35991,Ekena Milwork,123.01,Home
3829,35951,Style & Apply,49.95,Home
3830,84402B,UNOTUX,51.99,Clothing
3831,17191A,Lantern Press,49.99,Home
3832,47503J,Custom Cases,11.97,Cell
3833,18097A,allwitty,14.99,Clothing
3834,84802B,CHOSEN SUPPLIES,32.49,Household
3835,17011A,Envelopes.com,128.95,Party
3836,85023C,Morgan Menzie,12.28,Books
3837,84270,Eye Buy Express,32.99,Health
3838,90042B,Mightyskins,9.99,Home
3839,22275,Mightyskins,9.99,Electronics
3840,84614A,Mightyskins,23.99,Electronics
3841,84864A,Port & Company,14.59,Clothing
3842,90102,MusicBoxAttic,93.99,Office
3843,21410,Prop?t,76.95,Clothing
3844,79323G,Mightyskins,14.99,Electronics
3845,20957,Sony,1796.0,Electronics
3846,90152C,Eye Buy Express,42.99,Health
3847,84247C,Envelopes.com,69.07,Party
3848,37351,Edwards,30.85,Clothing
3849,90140,Edwards,30.85,Clothing
3850,20864,DJI,24.99,Electronics
3851,90135A,Electriduct,46.4,Auto
3852,20896,Holloway,8.99,Clothing
3853,90084,Electriduct,19.99,Auto
3854,84963A,Eye Buy Express,34.99,Health
3855,DCGS0072,Julie Sussman; Stephanie Glakas-Tenet,11.19,Books
3856,84857B,Business Essentials,51.68,Office
3857,21432,Hawaii Pharm LLC,54.95,Health
3858,B,New Way,25.29,Household
3859,35004P,Style and Apply,59.95,Home
3860,20738,Business Essentials,33.52,Office
3861,17001,Envelopes.com,134.39,Office
3862,21412,Country Brook Design,10.95,Pets
3864,20825,Mightyskins,64.99,Electronics
3865,DCGS0055,Edwards,30.85,Clothing
3866,90000C,Maevn,49.99,Clothing
3867,DCGS0073,Urbane,21.49,Clothing
3868,47016,Mightyskins,19.99,Video
3869,37464,Mightyskins,9.99,Home
3870,44242A,UNOTUX,46.99,Clothing
3871,37379A,Eye Buy Express,42.99,Health
3872,22143,Port & Company,17.12,Clothing
3873,84526,Urbane,21.49,Clothing
3874,35644,Edwards,30.1,Clothing
3876,23604,Eye Buy Express,43.99,Health
3877,35833G,Unconditional Love,26.97,Pets
3878,90024E,MusicBoxAttic,78.99,Office
3879,84206C,Ekena Milwork,86.99,Home
3880,85115B,KATARINA,345.0,Jewelry
3881,78027,New Way,25.29,Household
3882,46037A,Edwards,30.1,Clothing
3884,23605,IBM,139.99,Office
3885,23692,Edwards,37.36,Clothing
3886,85031C,Eye Buy Express,31.99,Health
3887,90181C,Mightyskins,6.99,Cell
3888,85109,Prop?t,76.95,Clothing
3889,35592T,SIGVARIS,131.95,Health
3890,71215,Ply Gem,76.63,Home
3891,23652,Style & Apply,89.95,Home
3892,37330,Mightyskins,6.99,Cell
3893,84856L,Mightyskins,6.99,Cell
3894,90038C,Envelopes.com,141.96,Office
3895,85042,Hawaii Pharm LLC,34.95,Health
3896,44228,Envelopes.com,253.28,Office
3897,90026B,Mightyskins,19.99,Electronics
3898,90052,Country Brook Design,10.95,Pets
3899,17174,Mirage Pet Products,16.12,Pets
3900,84876C,Mightyskins,19.99,Electronics
3901,90067A,UNOTUX,46.99,Clothing
3902,84201C,Apex,129.0,Clothing
3903,90068,DJI,24.99,Electronics
3904,35823P,Girl12Queen,6.99,Pets
3905,37491C,Eye Buy Express,24.99,Health
3906,35647,Stupell Industries,35.99,Home
3907,23059,Business Essentials,71.12,Office
3908,20689,Edwards,30.1,Clothing
3909,84613C,DJI,14.99,Electronics
3910,84509F,Eye Buy Express,41.99,Health
3911,22351,SignFever,35.99,Home
3912,23628,Edwards,30.85,Clothing
3913,85226A,Eye Buy Express,18.99,Health
3914,84251F,Eye Buy Express,32.99,Health
3915,84251J,Mightyskins,23.99,Electronics
3916,90078,4Legs4Pets by Mahar,34.46,Pets
3917,85110,Eye Buy Express,23.18,Health
3918,37424,Mightyskins,9.99,Electronics
3919,84875A,MusicBoxAttic,240.99,Home
3920,37477C,Expression Tees,23.99,Clothing
3921,21282,Prop?t,76.95,Clothing
3922,85018C,Mightyskins,8.99,Cell
3923,35594,CUH,37.49,Party
3924,21134,Touch Up Express,249.49,Auto
3925,85065,Duda Energy,14.45,Home
3926,85031B,Shirtinvaders,45.33,Clothing
3927,79172D,Hawaii Pharm,249.95,Health
3928,84664,MusicBoxAttic,240.99,Jewelry
3929,84857A,Ishow Hair,193.66,Beauty
3930,90048,UBesGoo,19.99,Pets
3931,85060,Eye Buy Express,22.99,Health
3932,90021,Country Brook Design,13.95,Pets
3933,84620,Uncommon LLC,34.95,Cell
3934,21858,Mightyskins,9.99,Video
3935,40018F,Prop?t,76.95,Clothing
3936,21268,Prop?t,76.95,Clothing
3938,35597B,StylesILove,19.79,Clothing
3939,77081,Nostalgic Warehouse,190.0,Home
3940,47563B,Mightyskins,23.99,Electronics
3941,DCGS0068,Planet Wise,15.95,Baby
3942,10134,Eye Buy Express,19.99,Health
3943,85068,allwitty,14.99,Clothing
3944,21474,Edwards,32.56,Clothing
3945,84482,Eye Buy Express,20.99,Health
3946,90187A,HJ Scott,399.59,Sports
3947,84795C,MusicBoxAttic,215.99,Home
3948,10123G,Harriton,14.57,Clothing
3949,90037D,Revlon,27.27,Beauty
3950,20849,Eye Buy Express,25.99,Health
3951,21330,MusicBoxAttic,240.99,Jewelry
3952,21805,Eye Buy Express,22.99,Health
3953,84612B,Unique Bargains,20.99,Arts
3954,47502,Envelopes.com,55.23,Office
3955,84546,Style & Apply,39.95,Home
3956,21923,Prop?t,76.95,Clothing
3957,16161M,LG,5000.0,Home
